unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
84,126,phi,phi — fuel flow ratio (falls with wear),521.36,521.499,521.535
84,127,phi,phi — fuel flow ratio (falls with wear),521.5,521.464,521.522
84,128,phi,phi — fuel flow ratio (falls with wear),521.43,521.465,521.508
84,129,phi,phi — fuel flow ratio (falls with wear),521.23,521.454,521.51
84,130,phi,phi — fuel flow ratio (falls with wear),521.08,521.378,521.507
84,131,phi,phi — fuel flow ratio (falls with wear),521.39,521.328,521.511
84,132,phi,phi — fuel flow ratio (falls with wear),521.46,521.328,521.489
84,133,phi,phi — fuel flow ratio (falls with wear),521.06,521.345,521.504
84,134,phi,phi — fuel flow ratio (falls with wear),521.46,521.362,521.49
84,135,phi,phi — fuel flow ratio (falls with wear),521.47,521.344,521.466
84,136,phi,phi — fuel flow ratio (falls with wear),521.05,521.313,521.452
84,137,phi,phi — fuel flow ratio (falls with wear),521.46,521.309,521.472
84,138,phi,phi — fuel flow ratio (falls with wear),521.4,521.306,521.477
84,139,phi,phi — fuel flow ratio (falls with wear),521.15,521.298,521.449
84,140,phi,phi — fuel flow ratio (falls with wear),521.79,521.369,521.444
84,141,phi,phi — fuel flow ratio (falls with wear),521.45,521.375,521.431
84,142,phi,phi — fuel flow ratio (falls with wear),521.2,521.349,521.416
84,143,phi,phi — fuel flow ratio (falls with wear),520.49,521.292,521.411
84,144,phi,phi — fuel flow ratio (falls with wear),520.93,521.239,521.408
84,145,phi,phi — fuel flow ratio (falls with wear),521.22,521.214,521.378
84,146,phi,phi — fuel flow ratio (falls with wear),521.14,521.223,521.349
84,147,phi,phi — fuel flow ratio (falls with wear),521.55,521.232,521.37
84,148,phi,phi — fuel flow ratio (falls with wear),521.57,521.249,521.347
84,149,phi,phi — fuel flow ratio (falls with wear),521.18,521.252,521.372
84,150,phi,phi — fuel flow ratio (falls with wear),520.91,521.164,521.351
84,151,phi,phi — fuel flow ratio (falls with wear),521.39,521.158,521.37
84,152,phi,phi — fuel flow ratio (falls with wear),521.19,521.157,521.366
84,153,phi,phi — fuel flow ratio (falls with wear),521.11,521.219,521.328
84,154,phi,phi — fuel flow ratio (falls with wear),521.13,521.239,521.321
84,155,phi,phi — fuel flow ratio (falls with wear),520.96,521.213,521.349
84,156,phi,phi — fuel flow ratio (falls with wear),522.12,521.311,521.311
84,157,phi,phi — fuel flow ratio (falls with wear),521.75,521.331,521.336
84,158,phi,phi — fuel flow ratio (falls with wear),521.14,521.288,521.342
84,159,phi,phi — fuel flow ratio (falls with wear),520.84,521.254,521.295
84,160,phi,phi — fuel flow ratio (falls with wear),520.63,521.226,521.313
84,161,phi,phi — fuel flow ratio (falls with wear),521.54,521.241,521.328
84,162,phi,phi — fuel flow ratio (falls with wear),520.78,521.2,521.301
84,163,phi,phi — fuel flow ratio (falls with wear),521.0,521.189,521.322
84,164,phi,phi — fuel flow ratio (falls with wear),521.04,521.18,521.305
84,165,phi,phi — fuel flow ratio (falls with wear),521.54,521.238,521.307
84,166,phi,phi — fuel flow ratio (falls with wear),521.03,521.129,521.285
84,167,phi,phi — fuel flow ratio (falls with wear),521.01,521.055,521.25
84,168,phi,phi — fuel flow ratio (falls with wear),520.81,521.022,521.278
84,169,phi,phi — fuel flow ratio (falls with wear),520.75,521.013,521.286
84,170,phi,phi — fuel flow ratio (falls with wear),521.2,521.07,521.278
84,171,phi,phi — fuel flow ratio (falls with wear),520.72,520.988,521.288
84,172,phi,phi — fuel flow ratio (falls with wear),520.88,520.998,521.184
85,30,BPR,BPR — bypass ratio (rises with wear),8.436,8.421,8.415
85,31,BPR,BPR — bypass ratio (rises with wear),8.417,8.418,8.416
85,32,BPR,BPR — bypass ratio (rises with wear),8.417,8.418,8.415
85,33,BPR,BPR — bypass ratio (rises with wear),8.434,8.421,8.416
85,34,BPR,BPR — bypass ratio (rises with wear),8.423,8.421,8.415
85,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.455,47.316
85,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.438,47.314
85,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.448,47.332
85,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.436,47.326
85,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.73,47.459,47.336
85,30,T50,T50 — LPT outlet temperature (rises with wear),1410.54,1407.81,1401.506
85,31,T50,T50 — LPT outlet temperature (rises with wear),1398.22,1406.986,1401.376
85,32,T50,T50 — LPT outlet temperature (rises with wear),1401.76,1406.982,1401.951
85,33,T50,T50 — LPT outlet temperature (rises with wear),1405.64,1407.275,1401.817
85,34,T50,T50 — LPT outlet temperature (rises with wear),1413.22,1407.825,1401.957
85,30,phi,phi — fuel flow ratio (falls with wear),521.99,521.551,521.958
85,31,phi,phi — fuel flow ratio (falls with wear),521.54,521.544,521.951
85,32,phi,phi — fuel flow ratio (falls with wear),521.1,521.534,521.982
85,33,phi,phi — fuel flow ratio (falls with wear),521.4,521.497,521.977
85,34,phi,phi — fuel flow ratio (falls with wear),521.43,521.476,521.983
86,30,BPR,BPR — bypass ratio (rises with wear),8.407,8.425,8.415
86,31,BPR,BPR — bypass ratio (rises with wear),8.425,8.424,8.416
86,32,BPR,BPR — bypass ratio (rises with wear),8.4,8.425,8.415
86,33,BPR,BPR — bypass ratio (rises with wear),8.438,8.425,8.416
86,34,BPR,BPR — bypass ratio (rises with wear),8.415,8.423,8.415
86,35,BPR,BPR — bypass ratio (rises with wear),8.441,8.426,8.417
86,36,BPR,BPR — bypass ratio (rises with wear),8.446,8.43,8.416
86,37,BPR,BPR — bypass ratio (rises with wear),8.462,8.43,8.418
86,38,BPR,BPR — bypass ratio (rises with wear),8.439,8.431,8.418
86,39,BPR,BPR — bypass ratio (rises with wear),8.424,8.43,8.418
86,40,BPR,BPR — bypass ratio (rises with wear),8.445,8.434,8.417
86,41,BPR,BPR — bypass ratio (rises with wear),8.432,8.434,8.418
86,42,BPR,BPR — bypass ratio (rises with wear),8.427,8.437,8.419
86,43,BPR,BPR — bypass ratio (rises with wear),8.435,8.437,8.417
86,44,BPR,BPR — bypass ratio (rises with wear),8.406,8.436,8.418
86,45,BPR,BPR — bypass ratio (rises with wear),8.425,8.434,8.419
86,46,BPR,BPR — bypass ratio (rises with wear),8.447,8.434,8.418
86,47,BPR,BPR — bypass ratio (rises with wear),8.435,8.432,8.418
86,48,BPR,BPR — bypass ratio (rises with wear),8.421,8.43,8.419
86,49,BPR,BPR — bypass ratio (rises with wear),8.446,8.432,8.416
86,50,BPR,BPR — bypass ratio (rises with wear),8.454,8.433,8.418
86,51,BPR,BPR — bypass ratio (rises with wear),8.463,8.436,8.419
86,52,BPR,BPR — bypass ratio (rises with wear),8.441,8.437,8.418
86,53,BPR,BPR — bypass ratio (rises with wear),8.433,8.437,8.419
86,54,BPR,BPR — bypass ratio (rises with wear),8.422,8.439,8.42
86,55,BPR,BPR — bypass ratio (rises with wear),8.425,8.439,8.418
86,56,BPR,BPR — bypass ratio (rises with wear),8.446,8.439,8.418
86,57,BPR,BPR — bypass ratio (rises with wear),8.417,8.437,8.418
86,58,BPR,BPR — bypass ratio (rises with wear),8.463,8.441,8.416
86,59,BPR,BPR — bypass ratio (rises with wear),8.439,8.44,8.416
86,60,BPR,BPR — bypass ratio (rises with wear),8.458,8.441,8.416
86,61,BPR,BPR — bypass ratio (rises with wear),8.403,8.435,8.419
86,62,BPR,BPR — bypass ratio (rises with wear),8.42,8.433,8.419
86,63,BPR,BPR — bypass ratio (rises with wear),8.412,8.43,8.42
86,64,BPR,BPR — bypass ratio (rises with wear),8.448,8.433,8.419
86,65,BPR,BPR — bypass ratio (rises with wear),8.426,8.433,8.418
86,66,BPR,BPR — bypass ratio (rises with wear),8.439,8.432,8.419
86,67,BPR,BPR — bypass ratio (rises with wear),8.432,8.434,8.419
86,68,BPR,BPR — bypass ratio (rises with wear),8.458,8.433,8.42
86,69,BPR,BPR — bypass ratio (rises with wear),8.432,8.433,8.42
86,70,BPR,BPR — bypass ratio (rises with wear),8.418,8.429,8.42
86,71,BPR,BPR — bypass ratio (rises with wear),8.425,8.431,8.419
86,72,BPR,BPR — bypass ratio (rises with wear),8.442,8.433,8.42
86,73,BPR,BPR — bypass ratio (rises with wear),8.461,8.438,8.422
86,74,BPR,BPR — bypass ratio (rises with wear),8.437,8.437,8.419
86,75,BPR,BPR — bypass ratio (rises with wear),8.433,8.438,8.418
86,76,BPR,BPR — bypass ratio (rises with wear),8.4,8.434,8.417
86,77,BPR,BPR — bypass ratio (rises with wear),8.43,8.434,8.419
86,78,BPR,BPR — bypass ratio (rises with wear),8.459,8.434,8.42
86,79,BPR,BPR — bypass ratio (rises with wear),8.451,8.436,8.42
86,80,BPR,BPR — bypass ratio (rises with wear),8.419,8.436,8.419
86,81,BPR,BPR — bypass ratio (rises with wear),8.438,8.437,8.42
86,82,BPR,BPR — bypass ratio (rises with wear),8.439,8.437,8.421
86,83,BPR,BPR — bypass ratio (rises with wear),8.444,8.435,8.422
86,84,BPR,BPR — bypass ratio (rises with wear),8.403,8.431,8.42
86,85,BPR,BPR — bypass ratio (rises with wear),8.404,8.429,8.421
86,86,BPR,BPR — bypass ratio (rises with wear),8.435,8.432,8.422
86,87,BPR,BPR — bypass ratio (rises with wear),8.448,8.434,8.423
86,88,BPR,BPR — bypass ratio (rises with wear),8.43,8.431,8.423
86,89,BPR,BPR — bypass ratio (rises with wear),8.414,8.427,8.423
86,90,BPR,BPR — bypass ratio (rises with wear),8.436,8.429,8.424
86,91,BPR,BPR — bypass ratio (rises with wear),8.44,8.429,8.423
86,92,BPR,BPR — bypass ratio (rises with wear),8.444,8.43,8.423
86,93,BPR,BPR — bypass ratio (rises with wear),8.421,8.427,8.423
86,94,BPR,BPR — bypass ratio (rises with wear),8.424,8.43,8.426
86,95,BPR,BPR — bypass ratio (rises with wear),8.422,8.431,8.426
86,96,BPR,BPR — bypass ratio (rises with wear),8.45,8.433,8.426
86,97,BPR,BPR — bypass ratio (rises with wear),8.41,8.429,8.424
86,98,BPR,BPR — bypass ratio (rises with wear),8.416,8.428,8.425
86,99,BPR,BPR — bypass ratio (rises with wear),8.447,8.431,8.426
86,100,BPR,BPR — bypass ratio (rises with wear),8.422,8.43,8.428
86,101,BPR,BPR — bypass ratio (rises with wear),8.413,8.427,8.427
86,102,BPR,BPR — bypass ratio (rises with wear),8.424,8.425,8.428
86,103,BPR,BPR — bypass ratio (rises with wear),8.416,8.424,8.428
86,104,BPR,BPR — bypass ratio (rises with wear),8.462,8.428,8.428
86,105,BPR,BPR — bypass ratio (rises with wear),8.43,8.429,8.428
86,106,BPR,BPR — bypass ratio (rises with wear),8.434,8.427,8.429
86,107,BPR,BPR — bypass ratio (rises with wear),8.464,8.433,8.43
86,108,BPR,BPR — bypass ratio (rises with wear),8.414,8.433,8.429
86,109,BPR,BPR — bypass ratio (rises with wear),8.439,8.432,8.428
86,110,BPR,BPR — bypass ratio (rises with wear),8.45,8.435,8.429
86,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.29,47.376,47.316
86,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.375,47.314
86,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.17,47.354,47.332
86,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.369,47.326
86,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.38,47.336
86,35,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.58,47.401,47.333
86,36,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.402,47.341
86,37,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.404,47.331
86,38,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.4,47.403,47.335
86,39,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.6,47.422,47.33
86,40,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.427,47.338
86,41,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.432,47.329
86,42,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.465,47.334
86,43,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.475,47.334
86,44,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.464,47.339
86,45,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.444,47.342
86,46,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.26,47.424,47.348
86,47,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.22,47.408,47.344
86,48,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.415,47.35
86,49,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.23,47.378,47.36
86,50,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.387,47.365
86,51,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.2,47.353,47.358
86,52,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.28,47.331,47.358
86,53,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.331,47.358
86,54,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.34,47.352
86,55,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.51,47.353,47.348
86,56,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.37,47.344
86,57,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.382,47.352
86,58,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.41,47.376,47.35
86,59,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.397,47.348
86,60,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.403,47.351
86,61,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.425,47.342
86,62,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.427,47.34
86,63,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.28,47.408,47.344
86,64,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.392,47.348
86,65,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.27,47.368,47.348
86,66,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.363,47.36
86,67,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.366,47.35
86,68,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.25,47.35,47.35
86,69,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.58,47.364,47.363
86,70,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.365,47.364
86,71,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.372,47.36
86,72,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.401,47.379
86,73,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.66,47.439,47.382
86,74,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.454,47.372
86,75,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.484,47.382
86,76,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.35,47.481,47.375
86,77,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.488,47.379
86,78,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.508,47.378
86,79,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.493,47.38
86,80,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.506,47.375
86,81,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.504,47.381
86,82,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.38,47.483,47.384
86,83,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.61,47.478,47.392
86,84,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.476,47.392
86,85,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.465,47.391
86,86,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.62,47.492,47.384
86,87,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.495,47.385
86,88,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.4,47.49,47.39
86,89,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.66,47.513,47.402
86,90,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.489,47.399
86,91,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.495,47.396
86,92,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.513,47.397
86,93,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.502,47.394
86,94,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.508,47.406
86,95,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.505,47.407
86,96,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.485,47.406
86,97,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.48,47.415
86,98,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.48,47.488,47.419
86,99,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.68,47.49,47.425
86,100,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.485,47.428
86,101,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.495,47.442
86,102,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.486,47.44
86,103,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.486,47.442
86,104,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.489,47.447
86,105,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.492,47.437
86,106,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.36,47.486,47.44
86,107,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.486,47.436
86,108,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.33,47.471,47.437
86,109,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.452,47.441
86,110,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.47,47.442
86,30,T50,T50 — LPT outlet temperature (rises with wear),1400.93,1407.129,1401.506
86,31,T50,T50 — LPT outlet temperature (rises with wear),1403.05,1406.687,1401.376
86,32,T50,T50 — LPT outlet temperature (rises with wear),1406.43,1405.812,1401.951
86,33,T50,T50 — LPT outlet temperature (rises with wear),1407.71,1405.006,1401.817
86,34,T50,T50 — LPT outlet temperature (rises with wear),1400.14,1404.543,1401.957
86,35,T50,T50 — LPT outlet temperature (rises with wear),1403.53,1404.52,1401.718
86,36,T50,T50 — LPT outlet temperature (rises with wear),1406.41,1405.226,1401.57
86,37,T50,T50 — LPT outlet temperature (rises with wear),1410.31,1405.262,1402.174
86,38,T50,T50 — LPT outlet temperature (rises with wear),1404.8,1405.006,1402.152
86,39,T50,T50 — LPT outlet temperature (rises with wear),1399.31,1404.262,1402.566
86,40,T50,T50 — LPT outlet temperature (rises with wear),1396.14,1403.783,1402.138
86,41,T50,T50 — LPT outlet temperature (rises with wear),1401.93,1403.671,1402.188
86,42,T50,T50 — LPT outlet temperature (rises with wear),1398.37,1402.865,1402.011
86,43,T50,T50 — LPT outlet temperature (rises with wear),1411.55,1403.249,1401.995
86,44,T50,T50 — LPT outlet temperature (rises with wear),1401.57,1403.392,1402.36
86,45,T50,T50 — LPT outlet temperature (rises with wear),1407.96,1403.835,1402.528
86,46,T50,T50 — LPT outlet temperature (rises with wear),1405.79,1403.773,1402.58
86,47,T50,T50 — LPT outlet temperature (rises with wear),1403.6,1403.102,1402.292
86,48,T50,T50 — LPT outlet temperature (rises with wear),1402.06,1402.828,1402.136
86,49,T50,T50 — LPT outlet temperature (rises with wear),1403.13,1403.21,1402.224
86,50,T50,T50 — LPT outlet temperature (rises with wear),1409.91,1404.587,1401.999
86,51,T50,T50 — LPT outlet temperature (rises with wear),1404.74,1404.868,1401.854
86,52,T50,T50 — LPT outlet temperature (rises with wear),1394.32,1404.463,1401.852
86,53,T50,T50 — LPT outlet temperature (rises with wear),1402.53,1403.561,1402.148
86,54,T50,T50 — LPT outlet temperature (rises with wear),1401.11,1403.515,1401.964
86,55,T50,T50 — LPT outlet temperature (rises with wear),1407.13,1403.432,1401.503
86,56,T50,T50 — LPT outlet temperature (rises with wear),1411.32,1403.985,1401.864
86,57,T50,T50 — LPT outlet temperature (rises with wear),1398.85,1403.51,1401.695
86,58,T50,T50 — LPT outlet temperature (rises with wear),1405.62,1403.866,1401.712
86,59,T50,T50 — LPT outlet temperature (rises with wear),1402.76,1403.829,1401.854
86,60,T50,T50 — LPT outlet temperature (rises with wear),1405.18,1403.356,1401.995
86,61,T50,T50 — LPT outlet temperature (rises with wear),1403.65,1403.247,1402.024
86,62,T50,T50 — LPT outlet temperature (rises with wear),1402.27,1404.042,1402.414
86,63,T50,T50 — LPT outlet temperature (rises with wear),1409.13,1404.702,1402.362
86,64,T50,T50 — LPT outlet temperature (rises with wear),1406.51,1405.242,1402.233
86,65,T50,T50 — LPT outlet temperature (rises with wear),1405.43,1405.072,1402.497
86,66,T50,T50 — LPT outlet temperature (rises with wear),1404.23,1404.363,1402.45
86,67,T50,T50 — LPT outlet temperature (rises with wear),1399.24,1404.402,1402.728
86,68,T50,T50 — LPT outlet temperature (rises with wear),1398.74,1403.714,1402.724
86,69,T50,T50 — LPT outlet temperature (rises with wear),1409.66,1404.404,1402.949
86,70,T50,T50 — LPT outlet temperature (rises with wear),1404.79,1404.365,1403.078
86,71,T50,T50 — LPT outlet temperature (rises with wear),1397.04,1403.704,1402.709
86,72,T50,T50 — LPT outlet temperature (rises with wear),1404.32,1403.909,1403.247
86,73,T50,T50 — LPT outlet temperature (rises with wear),1410.9,1404.086,1403.332
86,74,T50,T50 — LPT outlet temperature (rises with wear),1412.29,1404.664,1403.157
86,75,T50,T50 — LPT outlet temperature (rises with wear),1407.13,1404.834,1403.72
86,76,T50,T50 — LPT outlet temperature (rises with wear),1414.89,1405.9,1403.664
86,77,T50,T50 — LPT outlet temperature (rises with wear),1399.94,1405.97,1403.976
86,78,T50,T50 — LPT outlet temperature (rises with wear),1408.29,1406.925,1403.866
86,79,T50,T50 — LPT outlet temperature (rises with wear),1413.11,1407.27,1403.617
86,80,T50,T50 — LPT outlet temperature (rises with wear),1408.55,1407.646,1403.987
86,81,T50,T50 — LPT outlet temperature (rises with wear),1409.95,1408.937,1404.363
86,82,T50,T50 — LPT outlet temperature (rises with wear),1403.35,1408.84,1403.892
86,83,T50,T50 — LPT outlet temperature (rises with wear),1408.74,1408.624,1403.421
86,84,T50,T50 — LPT outlet temperature (rises with wear),1413.98,1408.793,1403.692
86,85,T50,T50 — LPT outlet temperature (rises with wear),1407.8,1408.86,1403.327
86,86,T50,T50 — LPT outlet temperature (rises with wear),1403.93,1407.764,1403.715
86,87,T50,T50 — LPT outlet temperature (rises with wear),1410.54,1408.824,1403.796
86,88,T50,T50 — LPT outlet temperature (rises with wear),1409.83,1408.978,1403.776
86,89,T50,T50 — LPT outlet temperature (rises with wear),1408.22,1408.489,1403.67
86,90,T50,T50 — LPT outlet temperature (rises with wear),1410.21,1408.655,1404.24
86,91,T50,T50 — LPT outlet temperature (rises with wear),1405.43,1408.203,1403.802
86,92,T50,T50 — LPT outlet temperature (rises with wear),1412.3,1409.098,1404.164
86,93,T50,T50 — LPT outlet temperature (rises with wear),1401.57,1408.381,1404.53
86,94,T50,T50 — LPT outlet temperature (rises with wear),1409.07,1407.89,1404.824
86,95,T50,T50 — LPT outlet temperature (rises with wear),1406.97,1407.807,1404.903
86,96,T50,T50 — LPT outlet temperature (rises with wear),1415.62,1408.976,1405.018
86,97,T50,T50 — LPT outlet temperature (rises with wear),1406.73,1408.595,1404.863
86,98,T50,T50 — LPT outlet temperature (rises with wear),1403.89,1408.001,1404.628
86,99,T50,T50 — LPT outlet temperature (rises with wear),1406.67,1407.846,1405.0
86,100,T50,T50 — LPT outlet temperature (rises with wear),1405.95,1407.42,1404.928
86,101,T50,T50 — LPT outlet temperature (rises with wear),1404.67,1407.344,1404.657
86,102,T50,T50 — LPT outlet temperature (rises with wear),1402.91,1406.405,1405.169
86,103,T50,T50 — LPT outlet temperature (rises with wear),1405.8,1406.828,1404.24
86,104,T50,T50 — LPT outlet temperature (rises with wear),1401.84,1406.105,1404.157
86,105,T50,T50 — LPT outlet temperature (rises with wear),1409.35,1406.343,1404.613
86,106,T50,T50 — LPT outlet temperature (rises with wear),1406.95,1405.476,1404.426
86,107,T50,T50 — LPT outlet temperature (rises with wear),1404.27,1405.23,1404.41
86,108,T50,T50 — LPT outlet temperature (rises with wear),1404.69,1405.31,1404.818
86,109,T50,T50 — LPT outlet temperature (rises with wear),1410.01,1405.644,1405.155
86,110,T50,T50 — LPT outlet temperature (rises with wear),1404.83,1405.532,1405.532
86,30,phi,phi — fuel flow ratio (falls with wear),522.31,521.828,521.958
86,31,phi,phi — fuel flow ratio (falls with wear),521.45,521.819,521.951
86,32,phi,phi — fuel flow ratio (falls with wear),522.37,521.887,521.982
86,33,phi,phi — fuel flow ratio (falls with wear),522.46,521.96,521.977
86,34,phi,phi — fuel flow ratio (falls with wear),521.5,521.924,521.983
86,35,phi,phi — fuel flow ratio (falls with wear),521.73,521.892,521.994
86,36,phi,phi — fuel flow ratio (falls with wear),521.9,521.888,522.002
86,37,phi,phi — fuel flow ratio (falls with wear),521.68,521.855,521.97
86,38,phi,phi — fuel flow ratio (falls with wear),521.73,521.852,521.977
86,39,phi,phi — fuel flow ratio (falls with wear),521.97,521.91,521.949
86,40,phi,phi — fuel flow ratio (falls with wear),521.61,521.84,521.979
86,41,phi,phi — fuel flow ratio (falls with wear),522.19,521.914,521.973
86,42,phi,phi — fuel flow ratio (falls with wear),521.03,521.78,522.006
86,43,phi,phi — fuel flow ratio (falls with wear),522.12,521.746,521.98
86,44,phi,phi — fuel flow ratio (falls with wear),521.82,521.778,521.989
86,45,phi,phi — fuel flow ratio (falls with wear),522.03,521.808,521.972
86,46,phi,phi — fuel flow ratio (falls with wear),521.61,521.779,521.978
86,47,phi,phi — fuel flow ratio (falls with wear),521.68,521.779,521.971
86,48,phi,phi — fuel flow ratio (falls with wear),521.62,521.768,521.943
86,49,phi,phi — fuel flow ratio (falls with wear),521.73,521.744,521.956
86,50,phi,phi — fuel flow ratio (falls with wear),521.45,521.728,521.972
86,51,phi,phi — fuel flow ratio (falls with wear),522.0,521.709,521.939
86,52,phi,phi — fuel flow ratio (falls with wear),521.66,521.772,521.928
86,53,phi,phi — fuel flow ratio (falls with wear),521.04,521.664,521.931
86,54,phi,phi — fuel flow ratio (falls with wear),521.55,521.637,521.912
86,55,phi,phi — fuel flow ratio (falls with wear),521.65,521.599,521.942
86,56,phi,phi — fuel flow ratio (falls with wear),522.18,521.656,521.934
86,57,phi,phi — fuel flow ratio (falls with wear),521.04,521.592,521.984
86,58,phi,phi — fuel flow ratio (falls with wear),521.29,521.559,521.932
86,59,phi,phi — fuel flow ratio (falls with wear),522.08,521.594,521.916
86,60,phi,phi — fuel flow ratio (falls with wear),521.72,521.621,521.94
86,61,phi,phi — fuel flow ratio (falls with wear),521.37,521.558,521.901
86,62,phi,phi — fuel flow ratio (falls with wear),521.71,521.563,521.906
86,63,phi,phi — fuel flow ratio (falls with wear),521.66,521.625,521.916
86,64,phi,phi — fuel flow ratio (falls with wear),521.74,521.644,521.942
86,65,phi,phi — fuel flow ratio (falls with wear),521.33,521.612,521.932
86,66,phi,phi — fuel flow ratio (falls with wear),521.89,521.583,521.905
86,67,phi,phi — fuel flow ratio (falls with wear),521.95,521.674,521.895
86,68,phi,phi — fuel flow ratio (falls with wear),522.34,521.779,521.899
86,69,phi,phi — fuel flow ratio (falls with wear),521.72,521.743,521.888
86,70,phi,phi — fuel flow ratio (falls with wear),521.68,521.739,521.876
